EC_Number,Taxonomy,Genus,Species,Microbe,Reaction_ID,Reaction_Name,Definition,Equation,Reactants,Products,Reactants_With_Formula,Products_With_Formula,hit,matched_exudates,matched_side,matched_compounds_in_rxn
2.6.1.42,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter_sp._YL-Caulobacter,Caulobacter,Caulobacter sp. YL-Caulobacter,Caulobacter sp. YL-Caulobacter,R01214,L-valine:2-oxoglutarate aminotransferase,L-Valine + 2-Oxoglutarate <=> 3-Methyl-2-oxobutanoic acid + L-Glutamate,C00183 + C00026 <=> C00141 + C00025,C00183; C00026,C00141; C00025,C00183; C00026 [C5H11NO2 | L-Valine; 2-Amino-3-methylbutyric acid],C00141; C00025 [C5H8O3 | 3-Methyl-2-oxobutanoic acid; 3-Methyl-2-oxobutyric acid; 3-Methyl-2-oxobutanoate; 2-Oxo-3-methylbutanoate; 2-Oxoisovalerate; 2-Oxoisopentanoate; alpha-Ketovaline; 2-Ketovaline; 2-Keto-3-methylbutyric acid; alpha-Ketoisovalerate],TRUE,3-Methyl-2-Oxobutanoic Acid,Product,3-Methyl-2-oxobutanoic acid
2.6.1.45,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Methylopila;s__unclassified_Methylopila,Methylopila,unclassified Methylopila,unclassified Methylopila,R00588,L-serine:glyoxylate aminotransferase,L-Serine + Glyoxylate <=> Hydroxypyruvate + Glycine,C00065 + C00048 <=> C00168 + C00037,C00065; C00048,C00168; C00037,C00065; C00048 [C3H7NO3 | L-Serine; L-2-Amino-3-hydroxypropionic acid; L-3-Hydroxy-alanine; Serine],C00168; C00037 [C3H4O4 | Hydroxypyruvate; Hydroxypyruvic acid; 3-Hydroxypyruvate; 3-Hydroxypyruvic acid],TRUE,L-serine,Reactant,L-Serine
2.6.1.5,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__unclassified_Rhodospirillales;g__Reyranella;s__Reyranella_sp.,Reyranella,Reyranella sp.,Reyranella sp.,R00694,L-phenylalanine:2-oxoglutarate aminotransferase,L-Phenylalanine + 2-Oxoglutarate <=> Phenylpyruvate + L-Glutamate,C00079 + C00026 <=> C00166 + C00025,C00079; C00026,C00166; C00025,C00079; C00026 [C9H11NO2 | L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid],C00166; C00025 [C9H8O3 | Phenylpyruvate; Phenylpyruvic acid; alpha-Ketohydrocinnamic acid; keto-Phenylpyruvate; 3-Phenyl-2-oxopropanoate; 2-Oxo-3-phenylpropanoate],TRUE,L-Phenylalanine,Reactant,L-Phenylalanine
2.6.1.5,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__unclassified_Rhodospirillales;g__Reyranella;s__Reyranella_sp.,Reyranella,Reyranella sp.,Reyranella sp.,R07396,,4-Methylthio-2-oxobutanoic acid + L-Glutamate <=> L-Methionine + 2-Oxoglutarate,C01180 + C00025 <=> C00073 + C00026,C01180; C00025,C00073; C00026,C01180; C00025 [C5H8O3S | 4-Methylthio-2-oxobutanoic acid; 4-Methylthio-2-oxobutanoate; 4-(Methylsulfanyl)-2-oxobutanoate; 2-Keto-4-methylthiobutyric acid; 2-Oxo-4-methylthiobutanoate; 2-Oxo-4-methylthiobutanoic acid; MTOB],C00073; C00026 [C5H11NO2S | L-Methionine; Methionine; L-2-Amino-4methylthiobutyric acid],TRUE,Methionine,Product,Methionine
2.6.1.51,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora_sp._OK780,Kitasatospora,Kitasatospora sp. OK780,Kitasatospora sp. OK780,R00585,L-serine:pyruvate aminotransferase,L-Serine + Pyruvate <=> Hydroxypyruvate + L-Alanine,C00065 + C00022 <=> C00168 + C00041,C00065; C00022,C00168; C00041,C00065; C00022 [C3H7NO3 | L-Serine; L-2-Amino-3-hydroxypropionic acid; L-3-Hydroxy-alanine; Serine],C00168; C00041 [C3H4O4 | Hydroxypyruvate; Hydroxypyruvic acid; 3-Hydroxypyruvate; 3-Hydroxypyruvic acid],TRUE,L-serine,Reactant,L-Serine
2.6.1.52,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__Bradyrhizobium_sp._URHA0002,Bradyrhizobium,Bradyrhizobium sp. URHA0002,Bradyrhizobium sp. URHA0002,R04173,3-phosphoserine:2-oxoglutarate aminotransferase,O-Phospho-L-serine + 2-Oxoglutarate <=> 3-Phosphonooxypyruvate + L-Glutamate,C01005 + C00026 <=> C03232 + C00025,C01005; C00026,C03232; C00025,C01005; C00026 [C3H8NO6P | O-Phospho-L-serine; L-O-Phosphoserine; 3-Phosphoserine; Dexfosfoserine; 3-Phospho-L-serine],C03232; C00025 [C3H5O7P | 3-Phosphonooxypyruvate; 3-Phosphonooxypyruvic acid; 3-Phosphohydroxypyruvate; 3-Phosphohydroxypyruvic acid; 3-Phosphooxypyruvate],TRUE,O-Phospho-L-serine,Reactant,O-Phospho-L-serine
2.6.1.57,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Intrasporangiaceae;g__unclassified_Intrasporangiaceae;s__unclassified_Intrasporangiaceae,unclassified Intrasporangiaceae,unclassified Intrasporangiaceae,unclassified Intrasporangiaceae,R00694,L-phenylalanine:2-oxoglutarate aminotransferase,L-Phenylalanine + 2-Oxoglutarate <=> Phenylpyruvate + L-Glutamate,C00079 + C00026 <=> C00166 + C00025,C00079; C00026,C00166; C00025,C00079; C00026 [C9H11NO2 | L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid],C00166; C00025 [C9H8O3 | Phenylpyruvate; Phenylpyruvic acid; alpha-Ketohydrocinnamic acid; keto-Phenylpyruvate; 3-Phenyl-2-oxopropanoate; 2-Oxo-3-phenylpropanoate],TRUE,L-Phenylalanine,Reactant,L-Phenylalanine
2.6.1.57,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Intrasporangiaceae;g__unclassified_Intrasporangiaceae;s__unclassified_Intrasporangiaceae,unclassified Intrasporangiaceae,unclassified Intrasporangiaceae,unclassified Intrasporangiaceae,R01731,L-arogenate:2-oxoglutarate aminotransferase,Oxaloacetate + L-Arogenate <=> L-Aspartate + Prephenate,C00036 + C00826 <=> C00049 + C00254,C00036; C00826,C00049; C00254,C00036; C00826 [C4H4O5 | Oxaloacetate; Oxalacetic acid; Oxaloacetic acid; 2-Oxobutanedioic acid; 2-Oxosuccinic acid; keto-Oxaloacetate],C00049; C00254 [C4H7NO4 | L-Aspartate; L-Aspartic acid; 2-Aminosuccinic acid; L-Asp],TRUE,L-Aspartic acid,Product,L-Aspartic acid
2.6.1.57,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Intrasporangiaceae;g__unclassified_Intrasporangiaceae;s__unclassified_Intrasporangiaceae,unclassified Intrasporangiaceae,unclassified Intrasporangiaceae,unclassified Intrasporangiaceae,R07396,,4-Methylthio-2-oxobutanoic acid + L-Glutamate <=> L-Methionine + 2-Oxoglutarate,C01180 + C00025 <=> C00073 + C00026,C01180; C00025,C00073; C00026,C01180; C00025 [C5H8O3S | 4-Methylthio-2-oxobutanoic acid; 4-Methylthio-2-oxobutanoate; 4-(Methylsulfanyl)-2-oxobutanoate; 2-Keto-4-methylthiobutyric acid; 2-Oxo-4-methylthiobutanoate; 2-Oxo-4-methylthiobutanoic acid; MTOB],C00073; C00026 [C5H11NO2S | L-Methionine; Methionine; L-2-Amino-4methylthiobutyric acid],TRUE,Methionine,Product,Methionine
2.6.1.66,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__unclassified_Lysobacter,Lysobacter,unclassified Lysobacter,unclassified Lysobacter,R01215,L-valine:pyruvate aminotransferase,L-Valine + Pyruvate <=> 3-Methyl-2-oxobutanoic acid + L-Alanine,C00183 + C00022 <=> C00141 + C00041,C00183; C00022,C00141; C00041,C00183; C00022 [C5H11NO2 | L-Valine; 2-Amino-3-methylbutyric acid],C00141; C00041 [C5H8O3 | 3-Methyl-2-oxobutanoic acid; 3-Methyl-2-oxobutyric acid; 3-Methyl-2-oxobutanoate; 2-Oxo-3-methylbutanoate; 2-Oxoisovalerate; 2-Oxoisopentanoate; alpha-Ketovaline; 2-Ketovaline; 2-Keto-3-methylbutyric acid; alpha-Ketoisovalerate],TRUE,3-Methyl-2-Oxobutanoic Acid,Product,3-Methyl-2-oxobutanoic acid
2.6.1.7,k__Archaea;p__Candidatus_Bathyarchaeota;c__unclassified_Candidatus_Bathyarchaeota;o__unclassified_Candidatus_Bathyarchaeota;f__unclassified_Candidatus_Bathyarchaeota;g__unclassified_Candidatus_Bathyarchaeota;s__Candidatus_Bathyarchaeota_archaeon,unclassified Candidatus Bathyarchaeota,Candidatus Bathyarchaeota archaeon,Candidatus Bathyarchaeota archaeon,R01956,L-kynurenine:2-oxoglutarate aminotransferase,"L-Kynurenine + 2-Oxoglutarate <=> 4-(2-Aminophenyl)-2,4-dioxobutanoate + L-Glutamate",C00328 + C00026 <=> C01252 + C00025,C00328; C00026,C01252; C00025,C00328; C00026 [C10H12N2O3 | L-Kynurenine; 3-Anthraniloyl-L-alanine],"C01252; C00025 [C10H9NO4 | 4-(2-Aminophenyl)-2,4-dioxobutanoate]",TRUE,L-Kynurenine,Reactant,L-Kynurenine
2.6.1.7,k__Archaea;p__Candidatus_Bathyarchaeota;c__unclassified_Candidatus_Bathyarchaeota;o__unclassified_Candidatus_Bathyarchaeota;f__unclassified_Candidatus_Bathyarchaeota;g__unclassified_Candidatus_Bathyarchaeota;s__Candidatus_Bathyarchaeota_archaeon,unclassified Candidatus Bathyarchaeota,Candidatus Bathyarchaeota archaeon,Candidatus Bathyarchaeota archaeon,R03445,,"4-(2-Aminophenyl)-2,4-dioxobutanoate <=> 4-Hydroxy-2-quinolinecarboxylic acid + H2O",C01252 <=> C01717 + C00001,C01252,C01717; C00001,"C01252 [C10H9NO4 | 4-(2-Aminophenyl)-2,4-dioxobutanoate]",C01717; C00001 [C10H7NO3 | 4-Hydroxy-2-quinolinecarboxylic acid; Kynurenic acid; Kynurenate],TRUE,Kynurenic acid,Product,Kynurenic acid
2.6.1.7,k__Archaea;p__Candidatus_Bathyarchaeota;c__unclassified_Candidatus_Bathyarchaeota;o__unclassified_Candidatus_Bathyarchaeota;f__unclassified_Candidatus_Bathyarchaeota;g__unclassified_Candidatus_Bathyarchaeota;s__Candidatus_Bathyarchaeota_archaeon,unclassified Candidatus Bathyarchaeota,Candidatus Bathyarchaeota archaeon,Candidatus Bathyarchaeota archaeon,R03954,,"Xanthurenic acid + H2O <=> 4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate",C02470 + C00001 <=> C05645,C02470; C00001,C05645,C02470; C00001 [C10H7NO4 | Xanthurenic acid; Xanthurenate],"C05645 [C10H9NO5 | 4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate]",TRUE,Xanthurenic acid,Reactant,Xanthurenic acid
2.6.1.7,k__Archaea;p__Candidatus_Bathyarchaeota;c__unclassified_Candidatus_Bathyarchaeota;o__unclassified_Candidatus_Bathyarchaeota;f__unclassified_Candidatus_Bathyarchaeota;g__unclassified_Candidatus_Bathyarchaeota;s__Candidatus_Bathyarchaeota_archaeon,unclassified Candidatus Bathyarchaeota,Candidatus Bathyarchaeota archaeon,Candidatus Bathyarchaeota archaeon,R12688,L-kynurenine:2-oxoglutarate aminotransferase,L-Kynurenine + 2-Oxoglutarate <=> 4-Hydroxy-2-quinolinecarboxylic acid + L-Glutamate + H2O,C00328 + C00026 <=> C01717 + C00025 + C00001,C00328; C00026,C01717; C00025; C00001,C00328; C00026 [C10H12N2O3 | L-Kynurenine; 3-Anthraniloyl-L-alanine],C01717; C00025; C00001 [C10H7NO3 | 4-Hydroxy-2-quinolinecarboxylic acid; Kynurenic acid; Kynurenate],TRUE,L-Kynurenine; Kynurenic acid,Reactant; Product,L-Kynurenine; Kynurenic acid
2.6.1.76,k__Bacteria;p__Candidatus_Latescibacteria;c__unclassified_Candidatus_Latescibacteria;o__unclassified_Candidatus_Latescibacteria;f__unclassified_Candidatus_Latescibacteria;g__unclassified_Candidatus_Latescibacteria;s__Candidatus_Latescibacteria_bacterium,unclassified Candidatus Latescibacteria,Candidatus Latescibacteria bacterium,Candidatus Latescibacteria bacterium,R06977,"L-2,4-diaminobutyrate:2-oxoglutarate 4-aminotransferase","L-Glutamate + L-Aspartate 4-semialdehyde <=> 2-Oxoglutarate + L-2,4-Diaminobutanoate",C00025 + C00441 <=> C00026 + C03283,C00025; C00441,C00026; C03283,C00025; C00441 [C5H9NO4 | L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate],C00026; C03283 [C5H6O5 | 2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid],TRUE,L-Glutamic acid; alpha-Ketoglutaric acid,Reactant; Product,L-Glutamic acid; alpha-Ketoglutaric acid
2.6.1.9,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Dictyobacteraceae;g__Dictyobacter;s__Dictyobacter_aurantiacus,Dictyobacter,Dictyobacter aurantiacus,Dictyobacter aurantiacus,R00694,L-phenylalanine:2-oxoglutarate aminotransferase,L-Phenylalanine + 2-Oxoglutarate <=> Phenylpyruvate + L-Glutamate,C00079 + C00026 <=> C00166 + C00025,C00079; C00026,C00166; C00025,C00079; C00026 [C9H11NO2 | L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid],C00166; C00025 [C9H8O3 | Phenylpyruvate; Phenylpyruvic acid; alpha-Ketohydrocinnamic acid; keto-Phenylpyruvate; 3-Phenyl-2-oxopropanoate; 2-Oxo-3-phenylpropanoate],TRUE,L-Phenylalanine,Reactant,L-Phenylalanine
2.7.1.100,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micromonosporales;f__Micromonosporaceae;g__Pseudosporangium;s__Pseudosporangium_sp._NEAU-24,Pseudosporangium,Pseudosporangium sp. NEAU-24,Pseudosporangium sp. NEAU-24,R04143,ATP:S5-methyl-5-thio-D-ribose 1-phosphotransferase,ATP + 5-Methylthio-D-ribose <=> ADP + S-Methyl-5-thio-D-ribose 1-phosphate,C00002 + C03089 <=> C00008 + C04188,C00002; C03089,C00008; C04188,C00002; C03089 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],C00008; C04188 [C10H15N5O10P2 | ADP; Adenosine 5'-diphosphate],TRUE,ATP,Reactant,ATP
2.7.1.107,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Catenulisporales;f__Actinospicaceae;g__Actinospica;s__Actinospica_robiniae,Actinospica,Actinospica robiniae,Actinospica robiniae,R02240,"ATP:1,2-diacylglycerol 3-phosphotransferase","ATP + 1,2-Diacyl-sn-glycerol <=> ADP + Phosphatidate",C00002 + C00641 <=> C00008 + C00416,C00002; C00641,C00008; C00416,C00002; C00641 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],C00008; C00416 [C10H15N5O10P2 | ADP; Adenosine 5'-diphosphate],TRUE,ATP,Reactant,ATP
2.7.1.11,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__unclassified_Ralstonia,Ralstonia,unclassified Ralstonia,unclassified Ralstonia,R00756,ATP:D-fructose-6-phosphate 1-phosphotransferase,"ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate",C00002 + C00085 <=> C00008 + C00354,C00002; C00085,C00008; C00354,C00002; C00085 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],C00008; C00354 [C10H15N5O10P2 | ADP; Adenosine 5'-diphosphate],TRUE,ATP,Reactant,ATP
2.7.1.11,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__unclassified_Ralstonia,Ralstonia,unclassified Ralstonia,unclassified Ralstonia,R00770,ITP:D-fructose-6-phosphate 1-phosphotransferase,"ITP + D-Fructose 6-phosphate <=> IDP + D-Fructose 1,6-bisphosphate",C00081 + C00085 <=> C00104 + C00354,C00081; C00085,C00104; C00354,C00081; C00085 [C10H15N4O14P3 | ITP; Inosine 5'-triphosphate; Inosine triphosphate; Inosine tripolyphosphate],C00104; C00354 [C10H14N4O11P2 | IDP; Inosine 5'-diphosphate; Inosine diphosphate],TRUE,Inosine diphosphate,Product,Inosine diphosphate
2.7.1.11,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__unclassified_Ralstonia,Ralstonia,unclassified Ralstonia,unclassified Ralstonia,R01843,ATP:sedoheptulose 7-phosphate 1-phosphotransferase,"ATP + Sedoheptulose 7-phosphate <=> ADP + Sedoheptulose 1,7-bisphosphate",C00002 + C05382 <=> C00008 + C00447,C00002; C05382,C00008; C00447,C00002; C05382 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],C00008; C00447 [C10H15N5O10P2 | ADP; Adenosine 5'-diphosphate],TRUE,ATP,Reactant,ATP
2.7.1.11,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__unclassified_Ralstonia,Ralstonia,unclassified Ralstonia,unclassified Ralstonia,R03239,ITP:D-tagatose 6-phosphate 1-phosphotransferase,"ITP + D-Tagatose 6-phosphate <=> IDP + D-Tagatose 1,6-bisphosphate",C00081 + C01097 <=> C00104 + C03785,C00081; C01097,C00104; C03785,C00081; C01097 [C10H15N4O14P3 | ITP; Inosine 5'-triphosphate; Inosine triphosphate; Inosine tripolyphosphate],C00104; C03785 [C10H14N4O11P2 | IDP; Inosine 5'-diphosphate; Inosine diphosphate],TRUE,Inosine diphosphate,Product,Inosine diphosphate
2.7.1.11,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__unclassified_Ralstonia,Ralstonia,unclassified Ralstonia,unclassified Ralstonia,R04779,ATP:D-fructose-6-phosphate 1-phosphotransferase,"ATP + beta-D-Fructose 6-phosphate <=> ADP + beta-D-Fructose 1,6-bisphosphate",C00002 + C05345 <=> C00008 + C05378,C00002; C05345,C00008; C05378,C00002; C05345 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],C00008; C05378 [C10H15N5O10P2 | ADP; Adenosine 5'-diphosphate],TRUE,ATP,Reactant,ATP
2.7.1.12,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter_mirabilis,Caulobacter,Caulobacter mirabilis,Caulobacter mirabilis,R01737,ATP:D-gluconate 6-phosphotransferase,ATP + D-Gluconic acid <=> ADP + 6-Phospho-D-gluconate,C00002 + C00257 <=> C00008 + C00345,C00002; C00257,C00008; C00345,C00002; C00257 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],C00008; C00345 [C10H15N5O10P2 | ADP; Adenosine 5'-diphosphate],TRUE,ATP,Reactant,ATP
2.7.1.130,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__unclassified_Nitrosomonadales;g__unclassified_Nitrosomonadales;s__unclassified_Nitrosomonadales,unclassified Nitrosomonadales,unclassified Nitrosomonadales,unclassified Nitrosomonadales,R04657,"ATP:2,3,2',3'-tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-beta-D-1,6-glucosaminyl-alpha-phosphate 4-O'-phosphotransferase","ATP + Lipid A disaccharide <=> ADP + 2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate",C00002 + C04932 <=> C00008 + C04919,C00002; C04932,C00008; C04919,C00002; C04932 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],C00008; C04919 [C10H15N5O10P2 | ADP; Adenosine 5'-diphosphate],TRUE,ATP,Reactant,ATP
2.7.1.134,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis_witflariensis,Sphingopyxis,Sphingopyxis witflariensis,Sphingopyxis witflariensis,R03479,"ATP:1D-myo-inositol-3,4,5,6-tetrakisphosphate 1-phosphotransferase","ATP + 1D-myo-Inositol 3,4,5,6-tetrakisphosphate <=> ADP + 1D-myo-Inositol 1,3,4,5,6-pentakisphosphate",C00002 + C04520 <=> C00008 + C01284,C00002; C04520,C00008; C01284,C00002; C04520 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],C00008; C01284 [C10H15N5O10P2 | ADP; Adenosine 5'-diphosphate],TRUE,ATP,Reactant,ATP
2.7.1.15,k__Bacteria;p__Chloroflexi;c__unclassified_Chloroflexi;o__unclassified_Chloroflexi;f__unclassified_Chloroflexi;g__unclassified_Chloroflexi;s__Chloroflexi_bacterium_RBG_13_50_21,unclassified Chloroflexi,Chloroflexi bacterium RBG 13 50 21,Chloroflexi bacterium RBG 13 50 21,R01051,ATP:D-ribose 5-phosphotransferase,ATP + D-Ribose <=> ADP + D-Ribose 5-phosphate,C00002 + C00121 <=> C00008 + C00117,C00002; C00121,C00008; C00117,C00002; C00121 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],C00008; C00117 [C10H15N5O10P2 | ADP; Adenosine 5'-diphosphate],TRUE,ATP,Reactant,ATP
2.7.1.159,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Microbispora;s__unclassified_Microbispora,Microbispora,unclassified Microbispora,unclassified Microbispora,R03428,"ATP:1D-myo-inositol-1,3,4-trisphosphate 5-phosphotransferase","ATP + 1D-myo-Inositol 1,3,4-trisphosphate <=> ADP + 1D-myo-Inositol 1,3,4,5-tetrakisphosphate",C00002 + C01243 <=> C00008 + C01272,C00002; C01243,C00008; C01272,C00002; C01243 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],C00008; C01272 [C10H15N5O10P2 | ADP; Adenosine 5'-diphosphate],TRUE,ATP,Reactant,ATP
2.7.1.159,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Microbispora;s__unclassified_Microbispora,Microbispora,unclassified Microbispora,unclassified Microbispora,R03429,"ATP:1D-myo-inositol-1,3,4-trisphosphate 6-phosphotransferase","ATP + 1D-myo-Inositol 1,3,4-trisphosphate <=> ADP + 1D-myo-Inositol 1,3,4,6-tetrakisphosphate",C00002 + C01243 <=> C00008 + C04477,C00002; C01243,C00008; C04477,C00002; C01243 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],C00008; C04477 [C10H15N5O10P2 | ADP; Adenosine 5'-diphosphate],TRUE,ATP,Reactant,ATP
2.7.1.16,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__unclassified_Burkholderia,Burkholderia,unclassified Burkholderia,unclassified Burkholderia,R01526,ATP:D-ribulose 5-phosphotransferase,ATP + D-Ribulose <=> ADP + D-Ribulose 5-phosphate,C00002 + C00309 <=> C00008 + C00199,C00002; C00309,C00008; C00199,C00002; C00309 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],C00008; C00199 [C10H15N5O10P2 | ADP; Adenosine 5'-diphosphate],TRUE,ATP,Reactant,ATP
2.7.1.16,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__unclassified_Burkholderia,Burkholderia,unclassified Burkholderia,unclassified Burkholderia,R02439,ATP:L-ribulose 5-phosphotransferase,ATP + L-Ribulose <=> ADP + L-Ribulose 5-phosphate,C00002 + C00508 <=> C00008 + C01101,C00002; C00508,C00008; C01101,C00002; C00508 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],C00008; C01101 [C10H15N5O10P2 | ADP; Adenosine 5'-diphosphate],TRUE,ATP,Reactant,ATP
2.7.1.17,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_atratus,Streptomyces,Streptomyces atratus,Streptomyces atratus,R01639,ATP:D-xylulose 5-phosphotransferase,ATP + D-Xylulose <=> ADP + D-Xylulose 5-phosphate,C00002 + C00310 <=> C00008 + C00231,C00002; C00310,C00008; C00231,C00002; C00310 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],C00008; C00231 [C10H15N5O10P2 | ADP; Adenosine 5'-diphosphate],TRUE,ATP,Reactant,ATP
2.7.1.19,k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Thermomicrobiales;f__unclassified_Thermomicrobiales;g__unclassified_Thermomicrobiales;s__Thermomicrobiales_bacterium,unclassified Thermomicrobiales,Thermomicrobiales bacterium,Thermomicrobiales bacterium,R01523,ATP:D-ribulose-5-phosphate 1-phosphotransferase,"ATP + D-Ribulose 5-phosphate <=> ADP + D-Ribulose 1,5-bisphosphate",C00002 + C00199 <=> C00008 + C01182,C00002; C00199,C00008; C01182,C00002; C00199 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],C00008; C01182 [C10H15N5O10P2 | ADP; Adenosine 5'-diphosphate],TRUE,ATP,Reactant,ATP
2.7.1.2,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__Aestuariivirga_litoralis,Aestuariivirga,Aestuariivirga litoralis,Aestuariivirga litoralis,R00299,ATP:D-glucose 6-phosphotransferase,ATP + D-Glucose <=> ADP + D-Glucose 6-phosphate,C00002 + C00031 <=> C00008 + C00092,C00002; C00031,C00008; C00092,C00002; C00031 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],C00008; C00092 [C10H15N5O10P2 | ADP; Adenosine 5'-diphosphate],TRUE,ATP,Reactant,ATP
2.7.1.2,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__Aestuariivirga_litoralis,Aestuariivirga,Aestuariivirga litoralis,Aestuariivirga litoralis,R01600,ATP:beta-D-glucose 6-phosphotransferase,ATP + beta-D-Glucose <=> ADP + beta-D-Glucose 6-phosphate,C00002 + C00221 <=> C00008 + C01172,C00002; C00221,C00008; C01172,C00002; C00221 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],C00008; C01172 [C10H15N5O10P2 | ADP; Adenosine 5'-diphosphate],TRUE,ATP,Reactant,ATP
